time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-23T07:35:06.580Z,38.0666656,-118.7463303,2.79,1.95,md,11,193,0.265,0.03,nc,nc73414481,2020-06-23T07:43:02.811Z,"28km SE of Bodie, CA",earthquake,0.7,8.6,0.32,6,automatic,nc,nc
2020-06-23T07:28:21.090Z,38.214,-117.7848,2.5,1.2,ml,13,112.06,0.037,0.02,nn,nn00752189,2020-06-23T07:36:25.404Z,"34 km SE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-06-23T07:27:47.050Z,38.1712,-117.9808,0.2,0.8,ml,12,97.56,0.027,0.03,nn,nn00752188,2020-06-23T07:36:18.207Z,"26 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-06-23T07:18:05.010Z,17.9546,-66.9813,6,2.77,md,23,199,0.0646,0.14,pr,pr2020175012,2020-06-23T09:19:32.219Z,"7 km ESE of La Parguera, Puerto Rico",earthquake,0.4,0.23,0.17,8,reviewed,pr,pr
2020-06-23T07:17:23.270Z,37.9453,-118.0603,7,1.2,ml,9,238.18,0.08,0.09,nn,nn00752186,2020-06-23T07:29:37.827Z,"30 km N of Dyer, Nevada",earthquake,,11,,,automatic,nn,nn
2020-06-23T07:15:43.690Z,36.4693333,-117.9736667,8.38,1.61,ml,16,150,0.09075,0.25,ci,ci39491520,2020-06-23T07:19:26.107Z,"16km SSE of Lone Pine, CA",earthquake,0.55,1.24,0.197,20,automatic,ci,ci
2020-06-23T07:11:22.590Z,38.7856674,-122.7559967,1.58,0.15,md,10,73,0.01522,0.02,nc,nc73414476,2020-06-23T07:41:03.829Z,"1km N of The Geysers, CA",earthquake,0.31,0.94,0.08,2,automatic,nc,nc
2020-06-23T07:09:12.200Z,38.1493,-117.8962,10.4,1.3,ml,14,68.47,0.027,0.14,nn,nn00752180,2020-06-23T07:16:38.715Z,"32 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-06-23T07:08:42.660Z,17.9536,-66.9763,5,3.18,md,23,199,0.0697,0.16,pr,pr2020175013,2020-06-23T08:53:24.769Z,"7 km WSW of Fuig, Puerto Rico",earthquake,0.48,0.31,0.18,19,reviewed,pr,pr
2020-06-23T07:08:14.920Z,35.6921667,-117.5121667,5.77,0.9,ml,17,160,0.1415,0.19,ci,ci39491504,2020-06-23T07:12:06.814Z,"13km SW of Searles Valley, CA",earthquake,0.53,1.96,0.15,9,automatic,ci,ci
2020-06-23T07:08:05.110Z,34.2601667,-116.4321667,1.56,1.85,ml,43,60,0.05161,0.19,ci,ci39491496,2020-06-23T07:12:04.071Z,"16km N of Yucca Valley, CA",earthquake,0.21,0.49,0.115,28,automatic,ci,ci
2020-06-23T07:07:44.000Z,19.1901664733887,-155.514831542969,34.060001373291,2.04,ml,52,75,,0.119999997,hv,hv72012386,2020-06-23T07:13:18.620Z,"4 km WSW of P?hala, Hawaii",earthquake,0.44,0.660000026,3.8,10,automatic,hv,hv
2020-06-23T07:06:57.580Z,35.8705,-117.6933333,2.92,0.14,ml,6,97,0.08474,0.12,ci,ci39491488,2020-06-23T07:10:34.181Z,"21km ESE of Little Lake, CA",earthquake,0.29,0.46,0.046,4,automatic,ci,ci
2020-06-23T07:00:38.253Z,60.8278,-151.6347,73.2,1.3,ml,,,,0.45,ak,ak02081j7uls,2020-06-23T07:05:24.002Z,"24 km NW of Nikiski, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-06-23T06:59:43.520Z,38.1377,-118.005,2.1,0.5,ml,10,141.91,0.031,0.08,nn,nn00752176,2020-06-23T07:05:37.831Z,"29 km SSE of Mina, Nevada",earthquake,,10.5,,,automatic,nn,nn
2020-06-23T06:59:28.790Z,35.9226667,-117.7076667,2.57,1.07,ml,16,59,0.05287,0.11,ci,ci39491480,2020-06-23T07:03:15.304Z,"18km E of Little Lake, CA",earthquake,0.21,0.36,0.189,14,automatic,ci,ci
2020-06-23T06:57:00.710Z,38.8393326,-122.7815018,1.87,0.56,md,8,113,0.005152,0.02,nc,nc73414466,2020-06-23T07:19:04.525Z,"5km WNW of Cobb, CA",earthquake,0.72,1.09,,1,automatic,nc,nc
2020-06-23T06:51:39.550Z,33.223,-116.7418333,9.89,0.41,ml,17,88,0.01921,0.21,ci,ci39491472,2020-06-23T06:55:27.424Z,"3km SE of Lake Henshaw, CA",earthquake,0.43,0.77,0.128,5,automatic,ci,ci
2020-06-23T06:51:20.230Z,38.1595,-118.034,2,1.6,ml,13,144.35,0.02,0.06,nn,nn00752173,2020-06-23T07:01:19.318Z,"26 km SSE of Mina, Nevada",earthquake,,9.4,,,automatic,nn,nn
2020-06-23T06:49:52.630Z,19.146333694458,-155.470993041992,32.310001373291,1.99000001,md,41,169,,0.129999995,hv,hv72012366,2020-06-23T06:53:01.140Z,"6 km S of P?hala, Hawaii",earthquake,0.63,0.720000029,0.99000001,3,automatic,hv,hv
2020-06-23T06:48:10.520Z,36.4583321,-117.984169,4.15,3.14,ml,42,73,0.07956,0.22,ci,ci39491464,2020-06-23T06:59:15.690Z,"16km SSE of Lone Pine, CA",earthquake,0.27,0.93,0.179,23,automatic,ci,ci
2020-06-23T06:47:50.580Z,17.9546,-66.8405,15,2.75,md,23,186,0.0438,0.14,pr,pr2020175009,2020-06-23T07:54:55.157Z,"4 km SSW of Indios, Puerto Rico",earthquake,0.6,0.41,0.17,21,reviewed,pr,pr
2020-06-23T06:47:27.010Z,36.4683333,-117.9883333,7.02,1.45,ml,13,171,0.07929,0.24,ci,ci39491456,2020-06-23T06:51:19.950Z,"15km SSE of Lone Pine, CA",earthquake,0.57,1.41,0.132,17,automatic,ci,ci
2020-06-23T06:41:20.470Z,38.8118324,-122.8209991,2.22,0.7,md,22,56,0.007042,0.02,nc,nc73414456,2020-06-23T07:07:03.448Z,"7km NW of The Geysers, CA",earthquake,0.21,0.39,0.15,3,automatic,nc,nc
2020-06-23T06:33:16.030Z,35.5983333,-117.3853333,5.68,1.53,ml,23,73,0.06375,0.21,ci,ci39491448,2020-06-23T06:37:10.864Z,"18km S of Trona, CA",earthquake,0.41,1.12,0.216,19,automatic,ci,ci
2020-06-23T06:31:05.860Z,33.6443333,-116.6226667,11.21,0.54,ml,16,111,0.02258,0.14,ci,ci39491440,2020-06-23T06:34:53.845Z,"11km NNE of Anza, CA",earthquake,0.33,0.52,0.063,16,automatic,ci,ci
2020-06-23T06:24:42.920Z,35.8333333,-117.6763333,10.9,0.77,ml,13,75,0.06642,0.17,ci,ci39491432,2020-06-23T06:28:15.806Z,"24km N of Ridgecrest, CA",earthquake,0.34,0.76,0.106,9,automatic,ci,ci
2020-06-23T06:23:55.010Z,38.1577,-117.9483,12.6,1.3,ml,13,83.77,0.03,0.12,nn,nn00752161,2020-06-23T06:32:19.591Z,"29 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-23T06:20:47.020Z,38.8129997,-122.81633,2.95,0.93,md,23,52,0.01085,0.02,nc,nc73414451,2020-06-23T06:56:04.371Z,"6km NW of The Geysers, CA",earthquake,0.24,0.48,0.12,5,automatic,nc,nc
2020-06-23T06:19:35.220Z,33.5163333,-116.446,5.93,0.46,ml,15,152,0.08201,0.17,ci,ci39491424,2020-06-23T06:23:22.761Z,"21km SW of La Quinta, CA",earthquake,0.47,1.58,0.03,7,automatic,ci,ci
2020-06-23T06:16:04.381Z,60.2086,-141.3307,16.9,1.4,ml,,,,1.56,ak,ak02081iprui,2020-06-23T06:28:24.775Z,"116 km NW of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-06-23T06:11:43.040Z,38.7871666,-122.7669983,1.27,1.1,md,24,78,0.0146,0.06,nc,nc73414446,2020-06-23T06:44:03.290Z,"1km NW of The Geysers, CA",earthquake,0.24,0.38,0.19,6,automatic,nc,nc
2020-06-23T06:09:50.840Z,33.66,-116.6195,11.8,0.16,ml,11,147,0.02541,0.21,ci,ci39491416,2020-06-23T06:13:32.663Z,"13km NNE of Anza, CA",earthquake,0.7,0.93,0.096,4,automatic,ci,ci
2020-06-23T06:08:25.540Z,34.0108333,-116.9866667,13.49,0.96,ml,25,191,0.05417,0.19,ci,ci39491408,2020-06-23T06:12:04.711Z,"6km ESE of Yucaipa, CA",earthquake,0.64,0.62,0.185,27,automatic,ci,ci
2020-06-23T06:05:37.894Z,61.5436,-140.6009,0,1.1,ml,,,,0.4,ak,ak02081inhjx,2020-06-23T06:13:09.078Z,"124 km E of McCarthy, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-06-23T05:56:38.710Z,36.4701667,-117.9836667,7.61,1.5,ml,14,172,0.08346,0.2,ci,ci39491392,2020-06-23T13:40:01.790Z,"15km SSE of Lone Pine, CA",earthquake,0.44,1.07,0.204,17,reviewed,ci,ci
2020-06-23T05:56:30.010Z,35.5445,-84.3498333,11.26,1.93,md,9,80,0.1692,0.07,se,se60108023,2020-06-23T12:45:30.520Z,"3 km NNE of Madisonville, Tennessee",earthquake,0.42,1.19,0.15,9,reviewed,se,se
2020-06-23T05:53:47.710Z,36.4696667,-118,6.31,1.4,ml,13,176,0.07114,0.18,ci,ci39491384,2020-06-23T13:40:23.795Z,"14km SSE of Lone Pine, CA",earthquake,0.42,0.82,0.191,14,reviewed,ci,ci
2020-06-23T05:51:12.840Z,38.0633333,-118.742,5.18,1.55,md,25,110,0.2649,0.07,nc,nc73414426,2020-06-23T10:51:06.020Z,"29km SE of Bodie, CA",earthquake,0.33,7.91,0.213,26,reviewed,nc,nc
2020-06-23T05:44:15.810Z,38.4303,-116.5173,13,1.4,ml,10,160.11,1.261,0.13,nn,nn00752152,2020-06-23T05:51:57.267Z,"74 km ENE of Tonopah, Nevada",earthquake,,3.4,,,automatic,nn,nn
2020-06-23T05:41:41.060Z,38.1855,-117.7898,14.1,1.1,ml,11,112.52,0.063,0.03,nn,nn00752151,2020-06-23T05:46:45.650Z,"36 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-23T05:40:40.290Z,36.4606667,-117.9761667,6.43,1.67,ml,16,145,0.08638,0.2,ci,ci39491376,2020-06-23T13:40:36.796Z,"16km SSE of Lone Pine, CA",earthquake,0.6,1.29,0.212,20,reviewed,ci,ci
2020-06-23T05:30:59.860Z,35.76,-117.4845,2.22,1.01,ml,12,231,0.1074,0.11,ci,ci39491360,2020-06-23T13:40:47.797Z,"7km W of Searles Valley, CA",earthquake,0.58,0.38,0.09,12,reviewed,ci,ci
2020-06-23T05:29:48.820Z,38.0653343,-118.7491684,2.6,1.69,md,9,191,0.2675,0.02,nc,nc73414396,2020-06-23T05:38:03.986Z,"28km SE of Bodie, CA",earthquake,1.24,8.43,0.41,2,automatic,nc,nc
2020-06-23T05:26:47.271Z,-50.9375,-72.1305,10,4.5,mb,,98,0.778,0.63,us,us6000ah0i,2020-06-23T06:52:08.040Z,"67 km S of El Calafate, Argentina",earthquake,5.2,1.3,0.099,30,reviewed,us,us
2020-06-23T05:24:10.840Z,18.0266,-66.7625,15,2.17,md,24,90,0.1276,0.14,pr,pr2020175007,2020-06-23T05:56:49.214Z,"1 km NE of Magas Arriba, Puerto Rico",earthquake,0.35,0.41,0.2,8,reviewed,pr,pr
2020-06-23T05:23:53.210Z,36.4585,-117.992,6.03,2.14,ml,20,146,0.07347,0.18,ci,ci39491352,2020-06-23T05:27:30.434Z,"16km SSE of Lone Pine, CA",earthquake,0.39,0.93,0.124,25,automatic,ci,ci
2020-06-23T05:14:22.648Z,57.5495,-153.2021,5.5,1.2,ml,,,,0.14,ak,ak02081i3y7s,2020-06-23T05:24:07.356Z,"35 km WSW of Womens Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-06-23T05:08:58.705Z,63.9621,-148.7818,110.8,2,ml,,,,0.46,ak,ak02081i2txj,2020-06-23T05:19:25.618Z,"14 km NE of Healy, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-06-23T05:08:22.636Z,-27.8465,-66.9276,156.73,4.6,mb,,43,2.202,0.81,us,us6000ah03,2020-06-23T07:20:09.040Z,"25 km SE of Londres, Argentina",earthquake,7.5,2.8,0.032,282,reviewed,us,us
2020-06-23T05:07:50.100Z,33.0823333,-116.5841667,9.92,0.71,ml,16,67,0.01132,0.24,ci,ci39491336,2020-06-23T05:11:19.666Z,"2km ENE of Julian, CA",earthquake,0.6,0.87,0.125,9,automatic,ci,ci
2020-06-23T05:04:10.020Z,37.068,-116.2885,0.9,0.8,ml,15,89.72,0.132,0.13,nn,nn00752137,2020-06-23T05:09:18.671Z,"45 km ENE of Beatty, Nevada",earthquake,,11.4,,,automatic,nn,nn
2020-06-23T05:03:09.290Z,17.8721,-66.8586,10,2.96,md,23,220,0.105,0.15,pr,pr2020175005,2020-06-23T05:28:24.973Z,"12 km SSE of Guánica, Puerto Rico",earthquake,0.52,0.76,0.24,21,reviewed,pr,pr
2020-06-23T04:59:00.569Z,69.5297,-144.7622,0,2.7,ml,,,,0.68,ak,ak02081hs0zp,2020-06-23T05:03:59.238Z,"80 km SSW of Kaktovik, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-06-23T04:58:38.400Z,17.9765,-66.7291,10,2.26,md,23,179,0.1396,0.1,pr,pr2020175006,2020-06-23T05:25:39.144Z,"2 km SSW of Tallaboa, Puerto Rico",earthquake,0.3,0.28,0.22,9,reviewed,pr,pr
2020-06-23T04:55:34.194Z,57.7992,-155.5843,4.4,1.6,ml,,,,0.66,ak,ak02081hrbsp,2020-06-23T05:07:40.618Z,"72 km WNW of Karluk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-06-23T04:52:36.560Z,38.1675,-117.8555,9.4,0.8,ml,14,103.21,0.022,0.02,nn,nn00752135,2020-06-23T05:01:58.149Z,"33 km SE of Mina, Nevada",earthquake,,2.4,,,automatic,nn,nn
2020-06-23T04:48:17.990Z,35.8083333,-117.6318333,3.83,1.96,ml,26,67,0.02886,0.18,ci,ci39491320,2020-06-23T04:59:06.760Z,"21km WNW of Searles Valley, CA",earthquake,0.25,0.56,0.081,26,automatic,ci,ci
2020-06-23T04:46:33.170Z,38.0678329,-118.7493362,-0.6,2.97,ml,44,77,0.2659,0.13,nc,nc73414356,2020-06-23T09:14:02.227Z,"28km SE of Bodie, CA",earthquake,0.32,9.11,0.362,19,automatic,nc,nc
2020-06-23T04:32:52.840Z,38.1578,-117.8987,10,0.9,ml,10,129.64,0.019,0.09,nn,nn00752127,2020-06-23T04:47:38.013Z,"31 km SE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-06-23T04:31:53.870Z,39.4106667,-110.2923333,-3.12,1.89,ml,16,203,0.02871,0.18,uu,uu60398177,2020-06-23T13:31:45.013Z,"17 km SSE of Sunnyside, Utah",earthquake,0.82,1.72,0.101,4,reviewed,uu,uu
2020-06-23T04:28:32.480Z,38.1918,-117.9478,9.3,1,ml,17,82.09,0.026,0.17,nn,nn00752124,2020-06-23T04:33:58.478Z,"26 km SSE of Mina, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-06-23T04:28:02.480Z,44.5755,-110.9165,10.02,0.66,md,10,119,0.06521,0.06,uu,uu60398167,2020-06-23T13:11:26.600Z,"17 km ESE of West Yellowstone, Montana",earthquake,0.38,1.01,0.507,8,reviewed,uu,uu
2020-06-23T04:14:45.810Z,38.1865,-117.72,2.6,2,ml,27,99.33,0.042,0.14,nn,nn00752122,2020-06-23T04:29:40.492Z,"40 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-06-23T04:11:21.180Z,38.1435,-118.0117,2.2,1.2,ml,11,119.65,0.037,0.17,nn,nn00752121,2020-06-23T04:15:57.736Z,"28 km SSE of Mina, Nevada",earthquake,,14.6,,,automatic,nn,nn
2020-06-23T04:08:14.100Z,38.1607,-117.9227,10.8,0.8,ml,12,109.82,0.034,0.06,nn,nn00752119,2020-06-23T04:13:17.597Z,"30 km SSE of Mina, Nevada",earthquake,,1.7,,,automatic,nn,nn
2020-06-23T04:04:27.860Z,36.4787,-117.3635,3,0.9,ml,8,279.06,0.41,0.24,nn,nn00752118,2020-06-23T04:09:57.584Z,"31 km NE of Darwin, California",earthquake,,7.4,,,automatic,nn,nn
2020-06-23T03:59:23.590Z,33.5455,-115.8796667,5,1.14,ml,27,118,0.05618,0.32,ci,ci39491296,2020-06-23T04:03:11.811Z,"6km ENE of North Shore, CA",earthquake,0.51,0.96,0.194,26,automatic,ci,ci
2020-06-23T03:48:18.030Z,38.1337,-118.0143,1,1.5,ml,18,90.39,0.047,0.14,nn,nn00752115,2020-06-23T03:51:58.223Z,"29 km SSE of Mina, Nevada",earthquake,,11.9,,,automatic,nn,nn
2020-06-23T03:40:45.690Z,19.2089996337891,-155.396331787109,30.6900005340576,1.99000001,md,50,156,,0.119999997,hv,hv72012081,2020-06-23T03:44:24.540Z,"8 km E of P?hala, Hawaii",earthquake,0.54,1,1.25999999,32,automatic,hv,hv
2020-06-23T03:38:21.390Z,33.3043333,-116.3903333,5.75,0.78,ml,17,90,0.04247,0.2,ci,ci39491280,2020-06-23T03:42:21.837Z,"6km NNW of Borrego Springs, CA",earthquake,0.36,0.79,0.136,16,automatic,ci,ci
2020-06-23T03:38:10.640Z,33.475,-117.1191667,13.91,1.31,ml,52,36,0.03363,0.25,ci,ci39491272,2020-06-23T03:41:56.836Z,"3km SE of Temecula, CA",earthquake,0.27,0.62,0.123,28,automatic,ci,ci
2020-06-23T03:37:23.420Z,38.159,-117.959,5.2,1.2,ml,10,82.04,0.012,0.01,nn,nn00752111,2020-06-23T03:45:57.828Z,"28 km SSE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-06-23T03:33:28.892Z,36.8417244,-97.46071625,5,1.88,ml,30,112.7915955,0.1713829041,0.665084486,ok,ok2020mgeo,2020-06-23T03:36:28.973Z,"4 km NNW of Nardin, Oklahoma",earthquake,2.79863096,,,24,automatic,ok,ok
2020-06-23T03:26:27.980Z,38.1803,-117.8505,6.2,1.6,ml,15,73.66,0.023,0.12,nn,nn00752106,2020-06-23T03:30:38.877Z,"32 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-06-23T03:22:01.580Z,36.85721207,-97.45108795,1.760685086,1.91,ml,42,116.5290146,0.1568445712,0.5838890272,ok,ok2020mgef,2020-06-23T03:25:54.518Z,"5 km N of Nardin, Oklahoma",earthquake,2.28676083,1.555271366,,32,automatic,ok,ok
2020-06-23T03:19:14.350Z,36.4605,-117.978,6.91,1.68,ml,17,161,0.0849,0.21,ci,ci39491264,2020-06-23T13:42:27.804Z,"16km SSE of Lone Pine, CA",earthquake,0.46,1.29,0.178,21,reviewed,ci,ci
2020-06-23T03:17:14.500Z,35.9840012,-120.5414963,2.01,0.18,md,9,108,0.02567,0.05,nc,nc73414331,2020-06-23T03:32:04.012Z,"14km NW of Parkfield, CA",earthquake,0.91,2.36,0.1,2,automatic,nc,nc
2020-06-23T03:12:34.950Z,38.1672,-117.7293,14,1.1,ml,12,158.22,0.046,0.02,nn,nn00752100,2020-06-23T03:16:37.480Z,"41 km SE of Mina, Nevada",earthquake,,3.3,,,automatic,nn,nn
2020-06-23T03:11:17.040Z,38.1962,-117.9022,6.6,0.8,ml,12,124.17,0.034,0.02,nn,nn00752098,2020-06-23T03:14:37.859Z,"28 km SE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-06-23T03:09:20.000Z,37.383667,-122.2669983,9.36,2.76,md,60,112,0.03016,0.09,nc,nc73414321,2020-06-23T09:29:24.800Z,"3km W of Portola Valley, CA",earthquake,0.22,0.42,0.13,68,automatic,nc,nc
2020-06-23T03:07:55.820Z,36.4463333,-117.9906667,5.42,2.18,ml,20,137,0.07245,0.18,ci,ci39491240,2020-06-23T03:11:47.644Z,"17km SSE of Lone Pine, CA",earthquake,0.35,1.01,0.153,26,automatic,ci,ci
2020-06-23T03:07:01.970Z,36.4431667,-117.989,6.88,1.63,ml,16,72,0.07358,0.12,ci,ci37447613,2020-06-23T04:13:24.897Z,"18km SSE of Lone Pine, CA",earthquake,0.19,0.47,0.372,6,reviewed,ci,ci
2020-06-23T03:06:11.160Z,36.4451667,-117.9726667,3.81,1.71,ml,27,69,0.08684,0.2,ci,ci39491232,2020-06-23T04:07:18.870Z,"18km SSE of Lone Pine, CA",earthquake,0.24,0.7,0.158,24,reviewed,ci,ci
2020-06-23T03:04:17.070Z,36.4638333,-117.984,7.97,1.17,ml,13,83,0.08113,0.2,ci,ci37447597,2020-06-23T03:58:19.813Z,"16km SSE of Lone Pine, CA",earthquake,0.33,0.77,0.199,8,reviewed,ci,ci
2020-06-23T03:04:06.300Z,17.9473,-67.0941,11,3.09,md,23,236,0.0546,0.17,pr,pr2020175004,2020-06-23T03:56:12.300Z,"5 km WSW of La Parguera, Puerto Rico",earthquake,0.69,0.39,0.23,17,reviewed,pr,pr
2020-06-23T03:03:48.310Z,36.4543333,-117.9803333,6.92,1.48,ml,21,156,0.08177,0.17,ci,ci39491224,2020-06-23T03:32:37.660Z,"17km SSE of Lone Pine, CA",earthquake,0.32,0.82,0.132,19,reviewed,ci,ci
2020-06-23T03:00:39.480Z,35.6031667,-117.4095,10.65,1.5,ml,18,79,0.08623,0.24,ci,ci39491216,2020-06-23T03:04:34.592Z,"18km S of Trona, CA",earthquake,0.58,0.95,0.159,22,automatic,ci,ci
2020-06-23T02:59:59.646Z,64.9303,-162.3307,1.2,3.8,ml,,,,1.24,ak,ak02081gu1z5,2020-06-23T03:15:55.040Z,"35 km N of Elim, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-06-23T02:57:41.382Z,38.1673,-117.8441,8.6,0.8,ml,23,64.69,0.022,0.1866,nn,nn00752089,2020-06-23T05:10:14.769Z,"33 km SE of Mina, Nevada",earthquake,,0.8,0.15,7,reviewed,nn,nn
2020-06-23T02:57:39.816Z,61.2037,-151.9949,95.8,1.7,ml,,,,0.45,ak,ak02081gkwix,2020-06-23T03:04:08.339Z,"48 km WNW of Tyonek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-06-23T02:57:39.050Z,19.1988334655762,-155.394500732422,30.4899997711182,1.80999994,md,42,160,,0.119999997,hv,hv72012056,2020-06-23T03:00:51.860Z,"8 km E of P?hala, Hawaii",earthquake,0.65,1.03999996,0.150000006,5,automatic,hv,hv
2020-06-23T02:53:49.790Z,36.0485001,-120.6330032,4.7,2.22,md,14,167,0.03607,0.08,nc,nc73414306,2020-06-23T02:58:02.966Z,"25km NW of Parkfield, CA",earthquake,0.48,1.02,0.12,9,automatic,nc,nc
2020-06-23T02:51:58.520Z,36.4463348,-117.9865036,5.25,3.79,mw,46,68,0.07579,0.19,ci,ci39491208,2020-06-23T04:48:04.566Z,"17km SSE of Lone Pine, CA",earthquake,0.23,0.76,,6,reviewed,ci,ci
2020-06-23T02:49:56.146Z,36.3603096,-97.36031342,2.799006462,1.59,ml,38,35.18898582,0.1423262358,0.4225881566,ok,ok2020mgdd,2020-06-23T02:53:33.231Z,"10 km NW of Perry, Oklahoma",earthquake,1.86608976,1.588340251,,30,automatic,ok,ok
2020-06-23T02:46:56.100Z,38.1455,-118.0135,0,1.2,ml,13,106.84,0.035,0.05,nn,nn00752081,2020-06-23T02:53:18.607Z,"28 km SSE of Mina, Nevada",earthquake,,3.7,,,automatic,nn,nn
2020-06-23T02:43:16.680Z,18.6775,-64.8671,7,3.37,md,22,335,1.1182,0.34,pr,pr2020175003,2020-06-23T06:01:18.166Z,"37 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,18.12,17.46,0.06,7,reviewed,pr,pr
2020-06-23T02:42:14.140Z,33.5991667,-116.7315,9.6,0.33,ml,17,68,0.02775,0.16,ci,ci39491200,2020-06-23T02:45:42.472Z,"7km NW of Anza, CA",earthquake,0.37,0.68,0.106,10,automatic,ci,ci
2020-06-23T02:38:54.630Z,38.0441666,-118.7578354,2.21,2.93,md,9,92,0.2873,0.07,nc,nc73414291,2020-06-23T08:13:03.855Z,"29km SE of Bodie, CA",earthquake,0.37,1.53,0.36,6,automatic,nc,nc
2020-06-23T02:38:35.510Z,36.4456667,-117.9878333,0.39,2.32,ml,22,77,0.07467,0.17,ci,ci39491192,2020-06-23T02:48:55.240Z,"17km SSE of Lone Pine, CA",earthquake,0.32,0.83,0.119,25,automatic,ci,ci
2020-06-23T02:25:40.290Z,19.1935005187988,-155.395172119141,30.6700000762939,1.97000003,md,44,170,,0.119999997,hv,hv72012021,2020-06-23T02:28:43.790Z,"8 km E of P?hala, Hawaii",earthquake,0.61,0.75999999,1.72000003,10,automatic,hv,hv
2020-06-23T02:19:36.920Z,38.197,-117.7372,1.5,1.1,ml,9,128.01,0.059,0.04,nn,nn00752071,2020-06-23T02:27:17.427Z,"38 km ESE of Mina, Nevada",earthquake,,3.8,,,automatic,nn,nn
2020-06-23T02:09:59.050Z,38.7584991,-122.723999,2.71,0.55,md,7,146,0.003162,0.01,nc,nc73414276,2020-06-23T02:24:04.554Z,"3km WSW of Anderson Springs, CA",earthquake,0.64,0.85,0.05,2,automatic,nc,nc
2020-06-23T02:09:23.130Z,38.1467,-117.9473,11.8,1.6,ml,18,71.22,0.018,0.16,nn,nn00752067,2020-06-23T02:16:51.675Z,"30 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-23T02:08:03.540Z,17.9616,-66.8301,12,3.12,md,23,184,0.0509,0.16,pr,pr2020175002,2020-06-23T02:31:20.680Z,"3 km SSW of Indios, Puerto Rico",earthquake,0.57,0.36,0.26,23,reviewed,pr,pr
2020-06-23T02:07:10.230Z,36.457,-117.9705,5.55,1.57,ml,15,155,0.09005,0.23,ci,ci39491176,2020-06-23T02:11:08.278Z,"17km SSE of Lone Pine, CA",earthquake,1.57,3.38,0.189,20,automatic,ci,ci
2020-06-23T02:02:20.540Z,38.1344,-118.0031,2.9,2.2,ml,26,108.49,0.035,0.2267,nn,nn00752061,2020-06-23T10:04:55.305Z,"29 km SSE of Mina, Nevada",earthquake,,1.2,0.29,10,reviewed,nn,nn
2020-06-23T02:01:40.850Z,36.45,-117.9866667,6.53,2.3,ml,28,76,0.07606,0.16,ci,ci39491168,2020-06-23T02:10:30.638Z,"17km SSE of Lone Pine, CA",earthquake,0.22,0.56,0.115,36,reviewed,ci,ci
2020-06-23T02:01:15.870Z,36.4533333,-117.9803333,6.4,2.37,ml,21,141,0.0816,0.16,ci,ci39491160,2020-06-23T02:04:56.786Z,"17km SSE of Lone Pine, CA",earthquake,0.35,1.03,0.139,25,automatic,ci,ci
2020-06-23T02:00:15.910Z,36.456,-117.9805,6.54,1.83,ml,17,157,0.08195,0.18,ci,ci39491144,2020-06-23T02:04:06.781Z,"17km SSE of Lone Pine, CA",earthquake,0.45,1.24,0.144,24,automatic,ci,ci
2020-06-23T02:00:10.210Z,35.7724991,-121.2316666,5.94,2.43,md,35,166,0.2483,0.1,nc,nc73414251,2020-06-23T02:07:03.322Z,"15km NNW of San Simeon, CA",earthquake,0.62,1.3,0.14,24,automatic,nc,nc
2020-06-23T01:57:34.280Z,36.444,-117.984,7.59,1.26,ml,5,146,0.07765,0.06,ci,ci37447557,2020-06-23T03:03:20.055Z,"18km SSE of Lone Pine, CA",earthquake,0.24,0.64,0.383,3,reviewed,ci,ci
2020-06-23T01:57:33.810Z,35.8038333,-117.6143333,7.01,1.13,ml,23,69,0.01811,0.2,ci,ci39491136,2020-06-23T02:41:37.373Z,"19km WNW of Searles Valley, CA",earthquake,0.26,0.45,0.202,11,reviewed,ci,ci
